Дата замера	дата замера	Ртр МПа	Туст °С	газ м3/сут	конд-т м3/сут	вода м3/сут	ID	Куст	Группа
2019-05-12	2015-05-12	15.5	NULL	771912	NULL	NULL	110	К-А	Кувачи-Алат
2019-05-13	2015-05-13	150	73.4	827421	NULL	NULL	110	К-А	Кувачи-Алат
2019-05-16	2015-05-16	16.7	71	443574	NULL	NULL	110	К-А	Кувачи-Алат
2019-05-20	2015-05-20	17.9	66	304479	NULL	NULL	110	К-А	Кувачи-Алат
2019-05-26	2015-05-26	17.5	70	361939	2.72	2.44	110	К-А	Кувачи-Алат
2019-06-07	2015-06-07	176	70	349748	3.6	1.49	110	К-А	Кувачи-Алат
2019-06-14	2015-06-14	17.3	69	310185	3.26	1.43	110	К-А	Кувачи-Алат
2019-06-20	2015-06-20	17.5	69	265176	2.97	0.25	110	К-А	Кувачи-Алат
2019-06-26	2015-06-26	17.4	68	263621	3	1.8	110	К-А	Кувачи-Алат
2019-07-02	2015-07-02	16	73	446708	3.49	1.87	110	К-А	Кувачи-Алат
2019-07-08	2015-07-08	15.7	73	438621	3.41	1.84	110	К-А	Кувачи-Алат
2019-07-22	2015-07-22	15.9	72	372252	3.05	1.6	110	К-А	Кувачи-Алат
2019-07-23	2015-07-23	158	72	383.3	3.1	1.63	110	К-А	Кувачи-Алат
2019-08-01	2015-08-01	14.8	73	499651	3.15	2	110	К-А	Кувачи-Алат
2019-08-02	2015-08-02	14.7	73	483540	3.08	1.94	110	К-А	Кувачи-Алат
2019-08-12	2015-08-12	15	73	410776	4.41	1.32	110	К-А	Кувачи-Алат
2019-08-13	2015-08-13	14.9	73	417254	2.93	1.73	110	К-А	Кувачи-Алат
2019-08-19	2015-08-19	15.4	72	332592	2.59	1.37	110	К-А	Кувачи-Алат
2019-08-24	2015-08-24	16.2	64	283151	1.92	0	110	К-А	Кувачи-Алат
2019-09-14	2015-09-14	15.7	68	273165	0	0	110	К-А	Кувачи-Алат
2019-09-23	2015-09-23	15.6	68	273696	1.4	1.8	110	К-А	Кувачи-Алат
2019-10-05	2015-10-05	14.5	72	394475	2.54	0.6	110	К-А	Кувачи-Алат
2019-10-12	2015-10-12	15.7	66	227071	0.18	0.75	110	К-А	Кувачи-Алат
2019-10-24	2015-10-24	13.3	73.5	480054	3.52	1.8	110	К-А	Кувачи-Алат
2019-11-03	2015-11-03	13.7	72	419383	4.4	0	110	К-А	Кувачи-Алат
2019-11-14	2015-11-14	13.6	71	372155	4.16	0	110	К-А	Кувачи-Алат
2019-11-25	2015-11-25	13.1	72	417244	3.67	1.07	110	К-А	Кувачи-Алат
2019-12-09	2015-12-09	12.9	72	400499	2.11	1.56	110	К-А	Кувачи-Алат
2019-12-19	2015-12-19	13.2	71	364000	1.72	1.94	110	К-А	Кувачи-Алат
2020-01-03	2016-01-03	13.2	71	334270	2.27	1.98	110	К-А	Кувачи-Алат
2020-01-17	2016-01-17	13.3	69	309166	3.6	1.64	110	К-А	Кувачи-Алат
2020-01-30	2016-01-30	13.1	69	304723	0.12	3.32	110	К-А	Кувачи-Алат
2020-02-05	2016-02-05	13	70	312793	1.59	1.34	110	К-А	Кувачи-Алат
2020-02-26	2016-02-26	12.7	70	322275.1	1.59	1.33	110	К-А	Кувачи-Алат
2020-03-11	2016-03-11	12.3	71	330518	1.66	1.86	110	К-А	Кувачи-Алат
2020-04-02	2016-04-02	12.3	70	297920	0.61	0.4	110	К-А	Кувачи-Алат
2020-04-15	2016-04-15	12.5	69	265277.6	1.26	1.53	110	К-А	Кувачи-Алат
2020-04-25	2016-04-25	12.3	70	281736	1.55	1.82	110	К-А	Кувачи-Алат
2020-05-09	2016-05-09	12.2	68	265400	1.2	1.6	110	К-А	Кувачи-Алат
2020-05-17	2016-05-17	12.4	67	230573	0.49	0.44	110	К-А	Кувачи-Алат
2020-05-31	2016-05-31	12.6	65	185650	0.3	0.3	110	К-А	Кувачи-Алат
2020-06-10	2016-06-10	11.9	69	267072.7	1.16	1.49	110	К-А	Кувачи-Алат
2020-06-19	2016-06-19	12.1	67	236304.5	1.23	1.03	110	К-А	Кувачи-Алат
2020-07-01	2016-07-01	12.3	65	236100	0	1.1	110	К-А	Кувачи-Алат
2020-07-11	2016-07-11	12	67	233352	1.69	0.56	110	К-А	Кувачи-Алат
2020-08-03	2016-08-03	12.1	65.2	194060	0.46	0.87	110	К-А	Кувачи-Алат
2020-08-20	2016-08-20	12	64	202000	0	0	110	К-А	Кувачи-Алат
2020-09-08	2016-09-08	11.4	67	218435	1.47	0.31	110	К-А	Кувачи-Алат
2020-09-10	2016-09-10	11.6	66	213004	1.34	0.02	110	К-А	Кувачи-Алат
2020-09-24	2016-09-24	11.6	65	193132	0.4	1	110	К-А	Кувачи-Алат
2020-10-10	2016-10-10	7.4	72	479178	3.1	0.02	110	К-А	Кувачи-Алат
2020-10-19	2016-10-19	7.5	72	445800	0.6	2.4	110	К-А	Кувачи-Алат
2020-11-04	2016-11-04	8.8	70	349997	2.24	0.21	110	К-А	Кувачи-Алат
2020-11-16	2016-11-16	7.6	71	402878	0.967	1.86	110	К-А	Кувачи-Алат
2020-11-29	2016-11-29	9.4	68	277362.1	0.99	1.3	110	К-А	Кувачи-Алат
2020-12-04	2016-12-04	8.7	70	331845	0.49	2.37	110	К-А	Кувачи-Алат
2020-12-14	2016-12-14	8.5	70	318500	3.2	3	110	К-А	Кувачи-Алат
2020-12-29	2016-12-29	7.8	70	340.1	0.908	0.067	110	К-А	Кувачи-Алат
2021-01-02	2017-01-02	9.2	67	225146	1.01	1.07	110	К-А	Кувачи-Алат
2021-01-13	2017-01-13	9	67	242600	1.1	1.1	110	К-А	Кувачи-Алат
2021-02-02	2017-02-02	9	66.6	242567.5	0.7	1.7	110	К-А	Кувачи-Алат
2021-03-08	2017-03-08	8.5	67.6	249888.9	0.392	1.616	110	К-А	Кувачи-Алат
2021-03-11	2017-03-11	8.7	66	224900	0.6	1.2	110	К-А	Кувачи-Алат
2021-03-24	2017-03-24	8.2	67.4	256120.9	1.442	1.6	110	К-А	Кувачи-Алат
2021-03-31	2017-03-31	6.6	71	359000	0.4	4.2	110	К-А	Кувачи-Алат
2021-04-13	2017-04-13	6.5	70	332000	1.2	1.5	110	К-А	Кувачи-Алат
2021-04-24	2017-04-24	6.4	70	333296	1.1	2.57	110	К-А	Кувачи-Алат
2021-04-26	2017-04-26	6.4	69	333920	1.1	2.62	110	К-А	Кувачи-Алат
2021-05-01	2017-05-01	6.4	70	316500	0.3	2.5	110	К-А	Кувачи-Алат
2021-05-15	2017-05-15	6.5	69	300163	0.3	0.33	110	К-А	Кувачи-Алат
2021-05-28	2017-05-28	6.5	69	289000	0.13	1.8	110	К-А	Кувачи-Алат
2021-05-29	2017-05-29	6.5	69	288800	0.107	1.86	110	К-А	Кувачи-Алат
2021-05-30	2017-05-30	6.6	69	278800	0.497	1.84	110	К-А	Кувачи-Алат
2021-06-10	2017-06-10	6.4	69	284730	0.61	1.31	110	К-А	Кувачи-Алат
2021-06-23	2017-06-23	6.2	68.8	283990	0.6	1.3	110	К-А	Кувачи-Алат
2021-07-06	2017-07-06	6.5	68	263900	0.4	1.4	110	К-А	Кувачи-Алат
2021-07-07	2017-07-07	6.5	68	262735	0.25	1.7	110	К-А	Кувачи-Алат
2021-07-20	2017-07-20	6.2	67.2	262267	0.3	1.68	110	К-А	Кувачи-Алат
2021-07-29	2017-07-29	6.1	67	257000	0.06	2.555	110	К-А	Кувачи-Алат
2021-08-16	2017-08-16	6.4	66	240668	0.1	2.13	110	К-А	Кувачи-Алат
2021-08-18	2017-08-18	6.4	66	233045	0.2	1.05	110	К-А	Кувачи-Алат
2021-08-23	2017-08-23	6.5	67	250810	0.5	1.232	110	К-А	Кувачи-Алат
2021-08-29	2017-08-29	6	67	247500	0.3	0.84	110	К-А	Кувачи-Алат
2021-09-01	2017-09-01	6.1	66.9	239217	0.359	1.47	110	К-А	Кувачи-Алат
2021-09-15	2017-09-15	7	63.7	182479.8	0.2	1.42	110	К-А	Кувачи-Алат
2021-10-03	2017-10-03	7	64	169222	0.2	1.4	110	К-А	Кувачи-Алат
2021-10-14	2017-10-14	6.8	64	185619	0.536	1.14	110	К-А	Кувачи-Алат
2021-10-15	2017-10-15	6.8	64	186000	0.816	1.014	110	К-А	Кувачи-Алат
2021-10-25	2017-10-25	6.4	64	204900	0.443	2.02	110	К-А	Кувачи-Алат
2021-11-02	2017-11-02	6.5	64	201621.4	0.4	2.02	110	К-А	Кувачи-Алат
2021-11-13	2017-11-13	7.8	55	103700	0.1	0.5	110	К-А	Кувачи-Алат
2021-11-14	2017-11-14	7.8	55	104128	0.1	0.8	110	К-А	Кувачи-Алат
2021-11-19	2017-11-19	6.7	63	183000	0.3	0.7	110	К-А	Кувачи-Алат
2021-12-02	2017-12-02	6.6	62	177225	0.3	1.14	110	К-А	Кувачи-Алат
2021-12-15	2017-12-15	6.6	62.4	165160	0.893	1.107	110	К-А	Кувачи-Алат
2021-12-29	2017-12-29	6.9	61.3	153099.8	0.8	1.11	110	К-А	Кувачи-Алат
2022-01-01	2018-01-01	6.9	60.6	131080	0.6	1.15	110	К-А	Кувачи-Алат
2022-01-11	2018-01-11	6.7	61	157493	0.23	2.28	110	К-А	Кувачи-Алат
2022-01-22	2018-01-22	6.7	61	153157	0.23	2.3	110	К-А	Кувачи-Алат
2022-01-27	2018-01-27	6.7	59	149956	0.21	0.842	110	К-А	Кувачи-Алат
2022-01-28	2018-01-28	6.8	60.5	148368	0.28	0.89	110	К-А	Кувачи-Алат
2022-02-01	2018-02-01	6.8	60	148374	0.12	0.15	110	К-А	Кувачи-Алат
2022-02-14	2018-02-14	6.7	58.5	140556	0.4	1.4	110	К-А	Кувачи-Алат
2022-02-15	2018-02-15	6.7	59.6	139159	1.504	1.332	110	К-А	Кувачи-Алат
2022-02-19	2018-02-19	6.7	59.2	139782.7	1.5	1.6	110	К-А	Кувачи-Алат
2022-03-02	2018-03-02	6.7	59	112340	0.4	1.04	110	К-А	Кувачи-Алат
2022-03-04	2018-03-04	6.7	60	139300	0.2	1	110	К-А	Кувачи-Алат
2022-03-05	2018-03-05	6.8	59	132570	1.6	1.792	110	К-А	Кувачи-Алат
2022-03-15	2018-03-15	6.7	59	137500	0.3	1.7	110	К-А	Кувачи-Алат
2022-03-16	2018-03-16	6.7	59.5	138071	0.3	1.1	110	К-А	Кувачи-Алат
2022-03-29	2018-03-29	6.7	59	134224	0.3	1	110	К-А	Кувачи-Алат
2022-04-01	2018-04-01	6.7	59	136375	0.3	1.8	110	К-А	Кувачи-Алат
2022-04-12	2018-04-12	6.6	60	141540	0.3	1.37	110	К-А	Кувачи-Алат
2022-05-01	2018-05-01	6.7	58	133000	0.6	0.9	110	К-А	Кувачи-Алат
2022-05-14	2018-05-14	6.5	59.5	136550	0.66	0.82	110	К-А	Кувачи-Алат
2022-05-27	2018-05-27	6.3	59.9	145320	0.4	1.71	110	К-А	Кувачи-Алат
2022-05-28	2018-05-28	6.3	60.4	145350	0.75	1.52	110	К-А	Кувачи-Алат
2022-06-07	2018-06-07	6.6	57.3	150600	0.649	1.1	110	К-А	Кувачи-Алат
2022-06-21	2018-06-21	6.8	56.7	118887.3	0.541	1.43	110	К-А	Кувачи-Алат
2022-06-22	2018-06-22	6.8	56.7	116622	0.394	1.31	110	К-А	Кувачи-Алат
2022-07-03	2018-07-03	6.9	53	105500	0.1	0.9	110	К-А	Кувачи-Алат
2022-07-13	2018-07-13	6.6	58.5	133298	0.136	1.13	110	К-А	Кувачи-Алат
2022-07-28	2018-07-28	6.2	59.8	140130	0.814	1.37	110	К-А	Кувачи-Алат
2022-08-01	2018-08-01	6.7	57.3	114120	0.3	0.7	110	К-А	Кувачи-Алат
2022-08-13	2018-08-13	6.2	60.5	145850	0.3	0.8	110	К-А	Кувачи-Алат
2022-08-18	2018-08-18	6.3	60	140000	0.3	0.7	110	К-А	Кувачи-Алат
2022-09-02	2018-09-02	6.1	59.2	140843	0.184	0.6	110	К-А	Кувачи-Алат
2022-09-13	2018-09-13	5.7	46.9	130397	0.15	0.6	110	К-А	Кувачи-Алат
2022-09-28	2018-09-28	6.2	58.5	131654.9	0.2	0.64	110	К-А	Кувачи-Алат
2022-10-01	2018-10-01	6.3	58.1	120590.8	0.366	0.6	110	К-А	Кувачи-Алат
2022-10-13	2018-10-13	6.2	58	124600	0.25	0.8	110	К-А	Кувачи-Алат
2022-10-26	2018-10-26	6.3	57	115473	0.76	1.49	110	К-А	Кувачи-Алат
2022-11-11	2018-11-11	6	57	126963	0.522	2.24	110	К-А	Кувачи-Алат
2022-11-12	2018-11-12	6	57.1	127000	0.477	2.177	110	К-А	Кувачи-Алат
2022-12-01	2018-12-01	6	55.6	120826	0.438	1.88	110	К-А	Кувачи-Алат
2022-12-10	2018-12-10	6.2	56	110000	0.6	1.1	110	К-А	Кувачи-Алат
2022-12-30	2018-12-30	6	55.4	111615	0.843	1.35	110	К-А	Кувачи-Алат
2023-01-11	2019-01-11	6.2	53	100300	0.15	1.1	110	К-А	Кувачи-Алат
2023-01-25	2019-01-25	5.8	39.4	100800	0.115	1.1	110	К-А	Кувачи-Алат
2023-01-29	2019-01-29	5.8	38.5	104956	0.25	1.1	110	К-А	Кувачи-Алат
2023-02-01	2019-02-01	5.7	56	113000	1.2	2.4	110	К-А	Кувачи-Алат
2023-02-07	2019-02-07	5.9	56	115300	0.8	1.7	110	К-А	Кувачи-Алат
2023-02-16	2019-02-16	5.6	56.2	116566	0.821	1.72	110	К-А	Кувачи-Алат
2023-03-12	2019-03-12	5.8	56.2	103320	0.47	1.32	110	К-А	Кувачи-Алат
2023-03-23	2019-03-23	5.7	55.6	110400	0.46	1	110	К-А	Кувачи-Алат
2023-04-01	2019-04-01	5.7	56	115200	0.9	1.1	110	К-А	Кувачи-Алат
2023-04-02	2019-04-02	5.7	56	120000	0.8	1.2	110	К-А	Кувачи-Алат
2023-04-14	2019-04-14	5.7	55	102920	1	1.16	110	К-А	Кувачи-Алат
2023-04-15	2019-04-15	5.7	55.9	103400	1.078	1.088	110	К-А	Кувачи-Алат
2023-04-23	2019-04-23	5.7	54.6	107033	1.16	1.1	110	К-А	Кувачи-Алат
2023-05-09	2019-05-09	5.5	45.7	108029	0.358	1.028	110	К-А	Кувачи-Алат
2023-05-10	2019-05-10	5.5	45.1	109200	0.36	1.04	110	К-А	Кувачи-Алат
2023-05-11	2019-05-11	5.6	54.2	108069	0.326	1.09	110	К-А	Кувачи-Алат
2019-05-12	2015-05-12	11.3	NULL	722646	NULL	NULL	111	К-А	Кувачи-Алат
2019-05-13	2015-05-13	120	67	690858	NULL	NULL	111	К-А	Кувачи-Алат
2019-05-17	2015-05-17	165	69	440197	NULL	NULL	111	К-А	Кувачи-Алат
2019-06-03	2015-06-03	17.6	70	177107	1.92	1.07	111	К-А	Кувачи-Алат
2019-06-08	2015-06-08	17.4	70	381914	4.14	2.17	111	К-А	Кувачи-Алат
2019-06-15	2015-06-15	16.5	70	369717	3.88	2.24	111	К-А	Кувачи-Алат
2019-06-21	2015-06-21	16.4	60	368276	3.85	2.21	111	К-А	Кувачи-Алат
2019-06-27	2015-06-27	16.3	70	364730	3.72	2.21	111	К-А	Кувачи-Алат
2019-07-03	2015-07-03	15.9	71	405966	3.82	2.4	111	К-А	Кувачи-Алат
2019-07-10	2015-07-10	15.6	71	398403	3.79	2.34	111	К-А	Кувачи-Алат
2019-07-24	2015-07-24	15.1	71	424067	3.74	2.52	111	К-А	Кувачи-Алат
2019-07-25	2015-07-25	15.1	71	423968	3.77	2.52	111	К-А	Кувачи-Алат
2019-08-03	2015-08-03	15.2	71	404872	3.366	2.551	111	К-А	Кувачи-Алат
2019-08-04	2015-08-04	15.1	71	403566	3.41	2.4	111	К-А	Кувачи-Алат
2019-08-14	2015-08-14	15.1	71	399762	3.32	2.55	111	К-А	Кувачи-Алат
2019-08-23	2015-08-23	153	71	366194	3.33	2.32	111	К-А	Кувачи-Алат
2019-09-09	2015-09-09	14.7	71	404042	3.33	2.32	111	К-А	Кувачи-Алат
2019-09-15	2015-09-15	14.6	71	402013	0	0	111	К-А	Кувачи-Алат
2019-09-24	2015-09-24	14.9	70	349290	3.11	2.69	111	К-А	Кувачи-Алат
2019-10-06	2015-10-06	14.9	70	351332	2.92	1.94	111	К-А	Кувачи-Алат
2019-10-13	2015-10-13	15.1	70	321629	2.21	2.14	111	К-А	Кувачи-Алат
2019-10-25	2015-10-25	13.6	72	450075	3.23	1.92	111	К-А	Кувачи-Алат
2019-10-26	2015-10-26	13.6	72	450070	3.23	1.92	111	К-А	Кувачи-Алат
2019-11-05	2015-11-05	135.4	71	428048	1.49	2.66	111	К-А	Кувачи-Алат
2019-11-16	2015-11-16	13.6	70	386349	2.16	2.1	111	К-А	Кувачи-Алат
2019-11-29	2015-11-29	13.1	71	401495	5.38	0	111	К-А	Кувачи-Алат
2019-12-10	2015-12-10	13	71	397353	2.93	2.69	111	К-А	Кувачи-Алат
2019-12-11	2015-12-11	13.5	71	396294	3.23	2.4	111	К-А	Кувачи-Алат
2019-12-20	2015-12-20	13.5	70	353260	2.96	1.36	111	К-А	Кувачи-Алат
2020-01-05	2016-01-05	13.9	69	299034	2.88	2.29	111	К-А	Кувачи-Алат
2020-01-07	2016-01-07	13.8	69	299245	3.55	0.18	111	К-А	Кувачи-Алат
2020-01-26	2016-01-26	13.4	69	328332	2.25	1.79	111	К-А	Кувачи-Алат
2020-02-06	2016-02-06	13.2	70	330222	2.9	2.36	111	К-А	Кувачи-Алат
2020-02-23	2016-02-23	12.7	70	330251.5	2.61	2.136	111	К-А	Кувачи-Алат
2020-03-08	2016-03-08	12.2	70	351400	2.54	2.59	111	К-А	Кувачи-Алат
2020-03-21	2016-03-21	12.2	69	349110	5.12	0	111	К-А	Кувачи-Алат
2020-03-31	2016-03-31	11.7	69	372713	1.53	1.86	111	К-А	Кувачи-Алат
2020-04-13	2016-04-13	12.3	69	317948	3.46	0.21	111	К-А	Кувачи-Алат
2020-04-16	2016-04-16	12.2	69	316287.3	2.47	2.46	111	К-А	Кувачи-Алат
2020-04-26	2016-04-26	12	70	322584	2.14	2.53	111	К-А	Кувачи-Алат
2020-04-27	2016-04-27	12.1	69	321528	2.72	2.17	111	К-А	Кувачи-Алат
2020-05-12	2016-05-12	12.2	70	313721	2.475	1.999	111	К-А	Кувачи-Алат
2020-05-18	2016-05-18	12.1	70	325927	1.7	2.62	111	К-А	Кувачи-Алат
2020-05-23	2016-05-23	12	70	322264	1.87	2.89	111	К-А	Кувачи-Алат
2020-06-11	2016-06-11	11.8	70	317184.7	2.41	2.65	111	К-А	Кувачи-Алат
2020-06-21	2016-06-21	12	68.9	285468.8	1.5	2.05	111	К-А	Кувачи-Алат
2020-07-03	2016-07-03	12.2	69	291100	3.8	1.3	111	К-А	Кувачи-Алат
2020-07-12	2016-07-12	11.9	68	275725	2.18	1.02	111	К-А	Кувачи-Алат
2020-08-18	2016-08-18	12.2	67	240043	0.9	0.58	111	К-А	Кувачи-Алат
2020-08-19	2016-08-19	12.2	67.6	239923	1.15	0.49	111	К-А	Кувачи-Алат
2020-09-14	2016-09-14	11.4	68	263900	1.49	2	111	К-А	Кувачи-Алат
2020-09-29	2016-09-29	9	69	394654	1.9	2.8	111	К-А	Кувачи-Алат
2020-10-12	2016-10-12	8.7	69	382311	2.387	2.048	111	К-А	Кувачи-Алат
2020-10-28	2016-10-28	7.5	69	451260	2.9	2.8	111	К-А	Кувачи-Алат
2020-11-12	2016-11-12	7.4	68	426435	1.827	2.14	111	К-А	Кувачи-Алат
2020-11-24	2016-11-24	9.3	69	325800	2.1	2.6	111	К-А	Кувачи-Алат
2020-12-06	2016-12-06	8.1	68	372615	1.28	2.25	111	К-А	Кувачи-Алат
2020-12-17	2016-12-17	7.6	68	378300	0.64	3	111	К-А	Кувачи-Алат
2020-12-31	2016-12-31	7	67	378751	0.791	0.634	111	К-А	Кувачи-Алат
2021-01-15	2017-01-15	7.2	69	395000	1.2	3.3	111	К-А	Кувачи-Алат
2021-02-03	2017-02-03	7.9	68	342000	1.3	3.2	111	К-А	Кувачи-Алат
2021-02-04	2017-02-04	7.9	68	341829	1.3	3	111	К-А	Кувачи-Алат
2021-03-09	2017-03-09	7.1	67.1	336585.4	1.492	1.967	111	К-А	Кувачи-Алат
2021-03-10	2017-03-10	7.3	66.8	335624.9	0.932	2.401	111	К-А	Кувачи-Алат
2021-03-18	2017-03-18	6.9	67.2	328216.1	0.525	2.86	111	К-А	Кувачи-Алат
2021-04-06	2017-04-06	6.4	67	344200	1	3.1	111	К-А	Кувачи-Алат
2021-04-20	2017-04-20	6.4	66	334920	1.63	2.02	111	К-А	Кувачи-Алат
2021-05-03	2017-05-03	6.5	67	325644	0.33	1.34	111	К-А	Кувачи-Алат
2021-05-04	2017-05-04	6.5	67	323805.2	0.8	1.44	111	К-А	Кувачи-Алат
2021-05-16	2017-05-16	6.5	66.9	318272.8	0.79	2.65	111	К-А	Кувачи-Алат
2021-05-29	2017-05-29	6.5	67	310000	1	3	111	К-А	Кувачи-Алат
2021-06-12	2017-06-12	6.3	67	309459	0.9	2.85	111	К-А	Кувачи-Алат
2021-06-26	2017-06-26	6.5	67	306120	2.83	1.2	111	К-А	Кувачи-Алат
2021-07-08	2017-07-08	6.4	66.5	300418.4	0.765	2.73	111	К-А	Кувачи-Алат
2021-08-09	2017-08-09	5.7	66	312332	0.51	2.49	111	К-А	Кувачи-Алат
2021-08-18	2017-08-18	6.5	66	286375	0.4	2.51	111	К-А	Кувачи-Алат
2021-08-25	2017-08-25	6.1	66	288628	0.4	2.62	111	К-А	Кувачи-Алат
2021-08-26	2017-08-26	6.1	66	288600	0.3	1.8	111	К-А	Кувачи-Алат
2021-09-04	2017-09-04	6.8	65.8	251312.9	0.1	2.35	111	К-А	Кувачи-Алат
2021-09-17	2017-09-17	6.9	66	243000	0.3	2.4	111	К-А	Кувачи-Алат
2021-09-18	2017-09-18	7	66	242526	0.303	2.44	111	К-А	Кувачи-Алат
2021-10-04	2017-10-04	6.9	65	228598	0.45	2.14	111	К-А	Кувачи-Алат
2021-10-16	2017-10-16	6.8	65.6	238466	0.28	0	111	К-А	Кувачи-Алат
2021-10-26	2017-10-26	6.7	66	254000	0.369	2.43	111	К-А	Кувачи-Алат
2021-11-10	2017-11-10	7.5	64.8	202961.3	0.413	2.42	111	К-А	Кувачи-Алат
2021-11-12	2017-11-12	7.9	62.7	179580	0.3	2.209	111	К-А	Кувачи-Алат
2021-11-20	2017-11-20	6.6	66	254560	0.5	3.12	111	К-А	Кувачи-Алат
2021-12-03	2017-12-03	6.6	65	243482	0.53	2.78	111	К-А	Кувачи-Алат
2021-12-04	2017-12-04	6.6	65	242868	0.72	2.81	111	К-А	Кувачи-Алат
2021-12-17	2017-12-17	6.9	64.8	212980	0.3	1.719	111	К-А	Кувачи-Алат
2022-01-01	2018-01-01	6.8	65	191201	0.8	2.24	111	К-А	Кувачи-Алат
2022-01-12	2018-01-12	7.3	64	196700	0.33	2.1	111	К-А	Кувачи-Алат
2022-01-25	2018-01-25	7.1	63	193376	0.35	1.656	111	К-А	Кувачи-Алат
2022-02-03	2018-02-03	7.1	63	193490	0.629	1.01	111	К-А	Кувачи-Алат
2022-02-15	2018-02-15	7.3	63.1	184102	1.228	1.79	111	К-А	Кувачи-Алат
2022-02-20	2018-02-20	7.3	63	186395.3	0.829	2.07	111	К-А	Кувачи-Алат
2022-03-03	2018-03-03	7.4	64	179630	0.6	1.2	111	К-А	Кувачи-Алат
2022-03-17	2018-03-17	7.3	63.1	178704	1.1	1.91	111	К-А	Кувачи-Алат
2022-04-05	2018-04-05	7.3	62.5	171900	1.076	1.75	111	К-А	Кувачи-Алат
2022-04-06	2018-04-06	7.3	62.3	172000	0.46	2.22	111	К-А	Кувачи-Алат
2022-04-14	2018-04-14	7.3	62.7	167824.4	0.409	2.25	111	К-А	Кувачи-Алат
2022-05-02	2018-05-02	6.8	64	201000	1	2.6	111	К-А	Кувачи-Алат
2022-05-17	2018-05-17	6.5	65	208166	0.31	0.02	111	К-А	Кувачи-Алат
2022-05-19	2018-05-19	6.5	64.7	208040	0.33	0.02	111	К-А	Кувачи-Алат
2022-05-30	2018-05-30	6.3	64.3	203727	0.816	1.72	111	К-А	Кувачи-Алат
2022-06-13	2018-06-13	6.5	64.4	215090.4	0.869	1.73	111	К-А	Кувачи-Алат
2022-06-23	2018-06-23	6.9	63	179500	0.4	1.5	111	К-А	Кувачи-Алат
2022-07-16	2018-07-16	7.8	58.7	111605	0.3	1.3	111	К-А	Кувачи-Алат
2022-08-04	2018-08-04	6.8	62.3	174456.4	0.3	2.16	111	К-А	Кувачи-Алат
2022-08-12	2018-08-12	6.9	61.8	165896	0.3	2.01	111	К-А	Кувачи-Алат
2022-08-21	2018-08-21	6.9	61	162000	0.72	1.3	111	К-А	Кувачи-Алат
2022-09-03	2018-09-03	7.1	61	155163	0.5	1.38	111	К-А	Кувачи-Алат
2022-09-16	2018-09-16	6.6	62.8	173370	0.747	2.18	111	К-А	Кувачи-Алат
2022-09-29	2018-09-29	6.2	62.7	174606.2	0.78	2.29	111	К-А	Кувачи-Алат
2022-10-04	2018-10-04	6.6	62.1	160715	0.71	2.2	111	К-А	Кувачи-Алат
2022-10-16	2018-10-16	6.1	63	183500	0.8	1.1	111	К-А	Кувачи-Алат
2022-10-21	2018-10-21	6.4	63	169900	0.7	2.1	111	К-А	Кувачи-Алат
2022-10-29	2018-10-29	6.4	62.3	172365	0.7	2.1	111	К-А	Кувачи-Алат
2022-11-13	2018-11-13	6.3	61.9	170560	0.789	1.72	111	К-А	Кувачи-Алат
2022-12-12	2018-12-12	6	62	180483	0.6	2.3	111	К-А	Кувачи-Алат
2022-12-31	2018-12-31	6.1	61.7	166868	2.811	2.5	111	К-А	Кувачи-Алат
2023-01-12	2019-01-12	6	61.5	161122	0.4	1.257	111	К-А	Кувачи-Алат
2023-01-25	2019-01-25	6	61.5	167568.2	0.452	1.48	111	К-А	Кувачи-Алат
2023-01-26	2019-01-26	6	61.3	167792.6	0.459	1.48	111	К-А	Кувачи-Алат
2023-01-30	2019-01-30	5.9	62	170000	0.83	2.2	111	К-А	Кувачи-Алат
2023-01-31	2019-01-31	5.9	61	171000	0.78	1.2	111	К-А	Кувачи-Алат
2023-02-03	2019-02-03	6.2	61	156000	0.6	2	111	К-А	Кувачи-Алат
2023-02-18	2019-02-18	5.7	62.7	176882	0.35	4.01	111	К-А	Кувачи-Алат
2023-03-13	2019-03-13	5.8	62.5	170360	0.48	1.97	111	К-А	Кувачи-Алат
2023-03-25	2019-03-25	5.8	61.7	170400	0.5	2	111	К-А	Кувачи-Алат
2023-03-26	2019-03-26	5.8	61.7	168000	0.4	2.5	111	К-А	Кувачи-Алат
2023-03-27	2019-03-27	5.8	62	170400	0.9	2.6	111	К-А	Кувачи-Алат
2023-04-03	2019-04-03	5.8	61	162800	0.6	2.2	111	К-А	Кувачи-Алат
2023-04-16	2019-04-16	5.7	62.3	166800	0.327	1.969	111	К-А	Кувачи-Алат
2023-04-17	2019-04-17	5.7	61.7	165410	0.272	2.021	111	К-А	Кувачи-Алат
2023-04-24	2019-04-24	5.7	61.4	161121	0.99	2.1	111	К-А	Кувачи-Алат
2023-05-03	2019-05-03	5.9	62	170037	1.417	2.446	111	К-А	Кувачи-Алат
2023-05-04	2019-05-04	5.8	61	162985	1.06	2.322	111	К-А	Кувачи-Алат
2023-05-17	2019-05-17	5.7	61.9	160209	0	1.9	111	К-А	Кувачи-Алат
2019-05-11	2015-05-11	13.5	NULL	960596	NULL	NULL	112	К-А	Кувачи-Алат
