Дата замера	дата замера	Ртр МПа	Туст °С	газ м3/сут	конд-т м3/сут	вода м3/сут	ID	Куст	Группа
2020-06-14	2016-06-14	4.4	55	96500	0.002	0.343	1027	КП 242	Хаузак
2020-06-24	2016-06-24	5.6	53	90700	0.002	0	1027	КП 242	Хаузак
2020-06-25	2016-06-25	5.6	53	90714	0.002	0	1027	КП 242	Хаузак
2020-07-03	2016-07-03	5.6	53	90020	0.002	0	1027	КП 242	Хаузак
2020-07-04	2016-07-04	5.6	53	89872	0.002	0	1027	КП 242	Хаузак
2020-07-13	2016-07-13	5.6	52	89153	0.002	0	1027	КП 242	Хаузак
2020-07-14	2016-07-14	5.6	52	89022	0.002	0	1027	КП 242	Хаузак
2020-07-15	2016-07-15	5.6	52	84017	0.002	0	1027	КП 242	Хаузак
2020-07-26	2016-07-26	5.4	52	88240	0.001	0.212	1027	КП 242	Хаузак
2020-07-27	2016-07-27	5.4	52	88090	0.059	0.249	1027	КП 242	Хаузак
2020-07-28	2016-07-28	5.4	52	87800	0.507	0.142	1027	КП 242	Хаузак
2020-08-01	2016-08-01	5.4	53	88090	0.026	0.317	1027	КП 242	Хаузак
2020-08-02	2016-08-02	5.4	53	89150	0.225	0.731	1027	КП 242	Хаузак
2020-08-03	2016-08-03	5.4	53	86660	0.026	0.283	1027	КП 242	Хаузак
2020-08-05	2016-08-05	5.4	53	83410	0.002	0.125	1027	КП 242	Хаузак
2020-08-13	2016-08-13	4.7	48	89400	0.001	0.455	1027	КП 242	Хаузак
2020-08-14	2016-08-14	4.8	48	87845	0.006	0	1027	КП 242	Хаузак
2020-08-15	2016-08-15	4.9	48	62840	0.124	0.228	1027	КП 242	Хаузак
2020-08-16	2016-08-16	5	51	70200	0.079	0.264	1027	КП 242	Хаузак
2020-08-26	2016-08-26	4.6	53	91508	0.01	0.365	1027	КП 242	Хаузак
2020-08-27	2016-08-27	4.6	53	91416	0.061	0.384	1027	КП 242	Хаузак
2020-08-28	2016-08-28	4.6	53	91174	0.001	0.386	1027	КП 242	Хаузак
2020-09-04	2016-09-04	4.2	54	94525	0.002	0.414	1027	КП 242	Хаузак
2020-09-06	2016-09-06	4.2	54	94900	0.002	0.481	1027	КП 242	Хаузак
2020-09-07	2016-09-07	4.2	54	90444	0.001	0.35	1027	КП 242	Хаузак
2020-09-08	2016-09-08	4.1	55	91254	0.001	0.356	1027	КП 242	Хаузак
2020-09-09	2016-09-09	4.2	55	91086	0.004	0.355	1027	КП 242	Хаузак
2020-09-15	2016-09-15	4.2	55	92074	0.001	0.393	1027	КП 242	Хаузак
2020-09-16	2016-09-16	4.2	55	91846	0.101	0.393	1027	КП 242	Хаузак
2020-09-17	2016-09-17	4.2	55	91700	0.101	0.392	1027	КП 242	Хаузак
2020-09-26	2016-09-26	4.3	56	90220	0.101	0.395	1027	КП 242	Хаузак
2020-09-27	2016-09-27	4.3	56	96850	0.101	0.39	1027	КП 242	Хаузак
2020-09-28	2016-09-28	4.3	56	98140	0.001	0.395	1027	КП 242	Хаузак
2020-10-04	2016-10-04	4.2	55	100400	0.002	0	1027	КП 242	Хаузак
2020-10-05	2016-10-05	4.3	55	99500	0.002	0.19	1027	КП 242	Хаузак
2020-10-06	2016-10-06	4.3	55	99300	0.002	0.259	1027	КП 242	Хаузак
2020-10-16	2016-10-16	4.2	55	99067	0.102	0.389	1027	КП 242	Хаузак
2020-10-17	2016-10-17	4.2	55	98720	0.102	0.389	1027	КП 242	Хаузак
2020-10-18	2016-10-18	4.2	54	98609	0.102	0.388	1027	КП 242	Хаузак
2020-10-20	2016-10-20	4.1	54	98391	0.102	0.359	1027	КП 242	Хаузак
2020-10-27	2016-10-27	4.4	53	100323	0.002	0.344	1027	КП 242	Хаузак
2020-10-28	2016-10-28	4.6	53	97429	0.002	0.306	1027	КП 242	Хаузак
2020-11-07	2016-11-07	3.7	54	103300	0.002	0.4	1027	КП 242	Хаузак
2020-11-08	2016-11-08	3.6	54	103300	0.002	0.493	1027	КП 242	Хаузак
2020-11-09	2016-11-09	3.6	54	103279	0.002	0.493	1027	КП 242	Хаузак
2020-11-16	2016-11-16	3.5	54	99970	0.102	0.375	1027	КП 242	Хаузак
2020-11-17	2016-11-17	3.5	55	95550	0.102	0.387	1027	КП 242	Хаузак
2020-11-24	2016-11-24	3.5	56	100230	0.103	0.38	1027	КП 242	Хаузак
2020-11-25	2016-11-25	3.5	56	100850	0.105	0.385	1027	КП 242	Хаузак
2020-11-26	2016-11-26	3.5	56	101085	0.1	0.39	1027	КП 242	Хаузак
2020-11-27	2016-11-27	3.6	56	100500	0.1	0.4	1027	КП 242	Хаузак
2020-11-28	2016-11-28	3.6	56	100000	0.1	0.4	1027	КП 242	Хаузак
2020-11-29	2016-11-29	3.6	56	99777	0.11	0.423	1027	КП 242	Хаузак
2020-12-06	2016-12-06	4.4	55	100000	0.1	0.1	1027	КП 242	Хаузак
2020-12-07	2016-12-07	4.2	55	97600	0.1	0.1	1027	КП 242	Хаузак
2020-12-08	2016-12-08	4.2	55	100500	0.1	0.1	1027	КП 242	Хаузак
2020-12-18	2016-12-18	4	53	102004	0.102	0.2	1027	КП 242	Хаузак
2020-12-19	2016-12-19	4	53	101252	0.1	0.2	1027	КП 242	Хаузак
2020-12-20	2016-12-20	4	53	100711	0.101	0.2	1027	КП 242	Хаузак
2020-12-21	2016-12-21	4	53	99723	0.001	0	1027	КП 242	Хаузак
2020-12-23	2016-12-23	4	53	98489	0.101	0.381	1027	КП 242	Хаузак
2021-01-01	2017-01-01	4	53	103703	0.1	0.843	1027	КП 242	Хаузак
2021-01-09	2017-01-09	4	52	102060	0.103	0.393	1027	КП 242	Хаузак
2021-01-10	2017-01-10	3.9	52	101380	0.103	0.394	1027	КП 242	Хаузак
2021-01-11	2017-01-11	3.9	52	103990	0.103	0.381	1027	КП 242	Хаузак
2021-01-15	2017-01-15	4	57	104590	0.103	0.246	1027	КП 242	Хаузак
2021-01-16	2017-01-16	4	57	104380	0.102	0.375	1027	КП 242	Хаузак
2021-01-18	2017-01-18	4	56	102150	0.101	0.338	1027	КП 242	Хаузак
2021-01-19	2017-01-19	4	56	102790	0.109	0.332	1027	КП 242	Хаузак
2021-01-20	2017-01-20	4	56	107080	0.112	0.386	1027	КП 242	Хаузак
2021-01-21	2017-01-21	4.1	56	107283	0.103	0.375	1027	КП 242	Хаузак
2021-01-22	2017-01-22	4.1	56	107286	0.1	0.376	1027	КП 242	Хаузак
2021-02-04	2017-02-04	4	56	106152	0.1	0.2	1027	КП 242	Хаузак
2021-02-05	2017-02-05	3.9	56	106144	0.1	0.2	1027	КП 242	Хаузак
2021-02-06	2017-02-06	3.9	56	106149	0.1	0.2	1027	КП 242	Хаузак
2021-02-07	2017-02-07	3.9	56	106556	0.108	0.201	1027	КП 242	Хаузак
2021-02-08	2017-02-08	3.8	56	106504	0.107	0.101	1027	КП 242	Хаузак
2021-02-09	2017-02-09	3.9	56	106209	0.1	0.2	1027	КП 242	Хаузак
2021-02-10	2017-02-10	3.9	NULL	123767	0.1	0.2	1027	КП 242	Хаузак
2021-02-12	2017-02-12	4	56	122736	0.27	0.3	1027	КП 242	Хаузак
2021-02-14	2017-02-14	4	56	121317	0.118	0.2	1027	КП 242	Хаузак
2021-02-18	2017-02-18	4	56	122172	0.162	0.2	1027	КП 242	Хаузак
2021-02-19	2017-02-19	4	56	121769	0.152	0.2	1027	КП 242	Хаузак
2021-02-20	2017-02-20	4	56	121762	0.058	0.2	1027	КП 242	Хаузак
2021-02-21	2017-02-21	4	56	121657	0.086	0.2	1027	КП 242	Хаузак
2021-02-22	2017-02-22	4	56	121770	0.082	0.001	1027	КП 242	Хаузак
2021-02-23	2017-02-23	4	56	121730	0.088	0.2	1027	КП 242	Хаузак
2021-02-26	2017-02-26	4	56	120602	0.024	0.2	1027	КП 242	Хаузак
2021-02-27	2017-02-27	4	56	120201	0.153	0.18	1027	КП 242	Хаузак
2021-02-28	2017-02-28	4	56	119945	0.192	0.5	1027	КП 242	Хаузак
2021-03-07	2017-03-07	4.1	56	118550	0.192	0.2	1027	КП 242	Хаузак
2021-03-08	2017-03-08	3.8	56	117770	0.195	0.112	1027	КП 242	Хаузак
2021-03-09	2017-03-09	3.8	56	118020	0.19	0.202	1027	КП 242	Хаузак
2021-03-10	2017-03-10	3.8	56	118100	0.19	0.225	1027	КП 242	Хаузак
2021-03-18	2017-03-18	3.9	56	122726	0.146	0.1	1027	КП 242	Хаузак
2021-03-19	2017-03-19	3.9	56	122945	0.144	0.1	1027	КП 242	Хаузак
2021-03-20	2017-03-20	3.9	56	123156	0.116	1.1	1027	КП 242	Хаузак
2021-03-21	2017-03-21	3.9	56	123336	0.106	1	1027	КП 242	Хаузак
2021-03-22	2017-03-22	3.9	56	123430	0.1	1	1027	КП 242	Хаузак
2021-03-23	2017-03-23	3.8	56	123377	0.1	1	1027	КП 242	Хаузак
2021-03-24	2017-03-24	3.8	56	123456	0.1	1	1027	КП 242	Хаузак
2021-03-29	2017-03-29	3.9	56	121368	0.1	1	1027	КП 242	Хаузак
2021-03-30	2017-03-30	4	56	120984	0.1	1	1027	КП 242	Хаузак
2021-04-04	2017-04-04	3.9	56	124310	0.101	0.101	1027	КП 242	Хаузак
2021-04-05	2017-04-05	3.9	56	122775	0.1	0.2	1027	КП 242	Хаузак
2021-04-06	2017-04-06	3.8	56	122847	0.165	0.201	1027	КП 242	Хаузак
2021-04-09	2017-04-09	3.8	56	128656	0.101	0.201	1027	КП 242	Хаузак
2021-04-10	2017-04-10	3.8	56	128776	0.293	0.001	1027	КП 242	Хаузак
2021-04-11	2017-04-11	3.8	56	127524	0.101	0.201	1027	КП 242	Хаузак
2021-04-12	2017-04-12	3.8	56	128286	0.101	0.201	1027	КП 242	Хаузак
2021-04-16	2017-04-16	3.8	56	127056	0.112	0.2	1027	КП 242	Хаузак
2021-04-17	2017-04-17	3.8	56	126988	0.1	0.2	1027	КП 242	Хаузак
2021-04-18	2017-04-18	3.8	56	127065	0.1	0.2	1027	КП 242	Хаузак
2021-05-01	2017-05-01	3.7	56	127270	0.1	0.4	1027	КП 242	Хаузак
2021-05-02	2017-05-02	3.7	56	127080	0.1	0.31	1027	КП 242	Хаузак
2021-05-03	2017-05-03	3.7	56	127080	0.25	0.001	1027	КП 242	Хаузак
2021-05-26	2017-05-26	3.6	56	126624	0.1	0.3	1027	КП 242	Хаузак
2021-05-27	2017-05-27	3.6	56	126490	0.1	0.3	1027	КП 242	Хаузак
2021-06-02	2017-06-02	3.7	56	126122	0.1	0.2	1027	КП 242	Хаузак
2021-06-03	2017-06-03	3.7	56	126109	0.1	0.3	1027	КП 242	Хаузак
2021-06-04	2017-06-04	3.6	56	126240	0.1	0.2	1027	КП 242	Хаузак
2021-06-14	2017-06-14	3.6	56	126053	0.1	0.2	1027	КП 242	Хаузак
2021-06-15	2017-06-15	3.6	56	126389	0.1	0.2	1027	КП 242	Хаузак
2021-06-16	2017-06-16	3.6	56	126361	0.1	0.2	1027	КП 242	Хаузак
2021-06-28	2017-06-28	3.6	56	126275	0.101	0.201	1027	КП 242	Хаузак
2021-06-29	2017-06-29	3.6	55	126407	0.1	0.3	1027	КП 242	Хаузак
2021-06-30	2017-06-30	3.6	56	126750	0.1	0.253	1027	КП 242	Хаузак
2021-07-01	2017-07-01	3.6	56	126300	0.1	0.302	1027	КП 242	Хаузак
2021-07-02	2017-07-02	3.6	56	126280	0.1	0.385	1027	КП 242	Хаузак
2021-07-03	2017-07-03	3.6	56	126200	0.1	0.235	1027	КП 242	Хаузак
2021-07-05	2017-07-05	3.6	56	126600	0.1	0.185	1027	КП 242	Хаузак
2021-07-14	2017-07-14	3.5	56	126072	0.1	0.18	1027	КП 242	Хаузак
2021-07-15	2017-07-15	3.5	56	125928	0.1	0.18	1027	КП 242	Хаузак
2021-07-16	2017-07-16	3.5	56	124800	0.1	0.18	1027	КП 242	Хаузак
2021-07-26	2017-07-26	3.6	56	126324	0.1	0.18	1027	КП 242	Хаузак
2021-07-27	2017-07-27	3.6	56	126211	0.1	0.18	1027	КП 242	Хаузак
2021-08-02	2017-08-02	3.5	55	126246	0.1	0.18	1027	КП 242	Хаузак
2021-08-03	2017-08-03	3.5	55	126439	0.1	0.18	1027	КП 242	Хаузак
2021-08-06	2017-08-06	3.5	55	126000	0.1	0.18	1027	КП 242	Хаузак
2021-08-26	2017-08-26	3.4	55	120880	0.1	0.18	1027	КП 242	Хаузак
2021-08-27	2017-08-27	3.4	55	121810	0.1	0.192	1027	КП 242	Хаузак
2021-08-28	2017-08-28	3.4	55	121610	0.1	0.181	1027	КП 242	Хаузак
2021-09-03	2017-09-03	3.4	55	121488	0.1	0.18	1027	КП 242	Хаузак
2021-09-04	2017-09-04	3.4	55	120960	0.1	0.18	1027	КП 242	Хаузак
2021-09-05	2017-09-05	3.4	55	121044	0.1	0.18	1027	КП 242	Хаузак
2021-09-15	2017-09-15	3.5	54	121824	0.1	0.18	1027	КП 242	Хаузак
2021-09-16	2017-09-16	3.5	54	121666	0.1	0.18	1027	КП 242	Хаузак
2021-09-17	2017-09-17	3.5	54	121608	0.1	0.18	1027	КП 242	Хаузак
2021-09-27	2017-09-27	3.4	55	123024	0.1	0.18	1027	КП 242	Хаузак
2021-09-28	2017-09-28	3.4	55	123039	0.1	0.18	1027	КП 242	Хаузак
2021-10-02	2017-10-02	3.4	55	123563	0.1	0.18	1027	КП 242	Хаузак
2021-10-03	2017-10-03	3.4	55	123143	0.1	0.18	1027	КП 242	Хаузак
2021-10-11	2017-10-11	3.4	55	123149	0.1	0.18	1027	КП 242	Хаузак
2021-10-12	2017-10-12	3.4	55	123122	0.1	0.18	1027	КП 242	Хаузак
2021-10-21	2017-10-21	3.7	55	123050	0.1	0.3	1027	КП 242	Хаузак
2021-10-22	2017-10-22	3.5	55	122980	0.1	0.18	1027	КП 242	Хаузак
2021-11-02	2017-11-02	3.5	55	124320	0.1	0.18	1027	КП 242	Хаузак
2021-11-03	2017-11-03	3.5	55	123720	0.1	0.18	1027	КП 242	Хаузак
2021-11-09	2017-11-09	3.7	55	123912	0.1	0.18	1027	КП 242	Хаузак
2021-11-10	2017-11-10	3.7	55	123840	0.1	0.18	1027	КП 242	Хаузак
2021-11-11	2017-11-11	3.7	55	123840	0.1	0.3	1027	КП 242	Хаузак
2021-11-12	2017-11-12	3.7	55	123770	0.1	0.3	1027	КП 242	Хаузак
2021-11-21	2017-11-21	3.5	55	117542	0.1	0.3	1027	КП 242	Хаузак
2021-11-22	2017-11-22	3.5	55	117719	0.1	0.3	1027	КП 242	Хаузак
2021-11-23	2017-11-23	3.5	55	117156	0.1	0.3	1027	КП 242	Хаузак
2021-12-02	2017-12-02	3.4	54	114844	0.1	0.3	1027	КП 242	Хаузак
2021-12-03	2017-12-03	3.4	54	114874	0.1	0.3	1027	КП 242	Хаузак
2021-12-11	2017-12-11	3.4	54	120380	0.1	0.185	1027	КП 242	Хаузак
2021-12-12	2017-12-12	3.4	54	120400	0.1	0.3	1027	КП 242	Хаузак
2021-12-17	2017-12-17	3.5	54	120200	0.1	0.185	1027	КП 242	Хаузак
2021-12-21	2017-12-21	3.4	54	120200	0.1	0.3	1027	КП 242	Хаузак
2021-12-22	2017-12-22	3.4	54	119950	0.001	0.175	1027	КП 242	Хаузак
2022-01-01	2018-01-01	3.6	55	113200	0.1	0.18	1027	КП 242	Хаузак
2022-01-02	2018-01-02	3.7	55	110600	0.1	0.18	1027	КП 242	Хаузак
2022-01-10	2018-01-10	3.7	54	113720	0.1	0.3	1027	КП 242	Хаузак
2022-01-11	2018-01-11	3.6	54	120665	0.1	0.3	1027	КП 242	Хаузак
2022-01-12	2018-01-12	3.6	54	118069	0.1	0.226	1027	КП 242	Хаузак
2022-01-19	2018-01-19	3.5	53	121066	0.1	0.4	1027	КП 242	Хаузак
2022-02-01	2018-02-01	3.4	52	121716	0.1	0.18	1027	КП 242	Хаузак
2022-02-02	2018-02-02	3.4	52	120249	0.1	0.18	1027	КП 242	Хаузак
2022-02-10	2018-02-10	3.4	52	120400	0.101	0.185	1027	КП 242	Хаузак
2022-02-11	2018-02-11	3.4	52	120300	0.101	0.38	1027	КП 242	Хаузак
2022-02-20	2018-02-20	3.4	52	121440	0.1	0.38	1027	КП 242	Хаузак
2022-02-21	2018-02-21	3.4	52	118680	0.1	0.38	1027	КП 242	Хаузак
2022-02-28	2018-02-28	3.6	54	118080	0.1	0.38	1027	КП 242	Хаузак
2022-03-01	2018-03-01	3.6	54	117840	0.102	0.38	1027	КП 242	Хаузак
2022-03-02	2018-03-02	3.6	54	117820	0.102	0.38	1027	КП 242	Хаузак
2022-03-10	2018-03-10	3.6	54	118853	0.126	0.299	1027	КП 242	Хаузак
2022-03-11	2018-03-11	3.5	54	118858	0.12	0.298	1027	КП 242	Хаузак
2022-03-20	2018-03-20	3.7	54	117657	0.17	0.291	1027	КП 242	Хаузак
2022-03-28	2018-03-28	3.3	54	119340	0.18	0.304	1027	КП 242	Хаузак
2022-03-29	2018-03-29	3.3	54	119383	0.2	0.215	1027	КП 242	Хаузак
2022-04-01	2018-04-01	3.3	54	119900	0.1	0.296	1027	КП 242	Хаузак
2022-04-02	2018-04-02	3.3	54	119840	0.118	0.283	1027	КП 242	Хаузак
2022-04-11	2018-04-11	3.3	54	120050	0.122	0.292	1027	КП 242	Хаузак
2022-04-25	2018-04-25	4	51	105192	0.1	0.25	1027	КП 242	Хаузак
2022-04-26	2018-04-26	4	51	105360	0.1	0.6	1027	КП 242	Хаузак
2022-04-27	2018-04-27	3.9	51	105300	0.1	0.6	1027	КП 242	Хаузак
2022-04-28	2018-04-28	3.9	51	106082	0.106	0.3	1027	КП 242	Хаузак
2022-04-29	2018-04-29	4	51	104189	0.102	0.3	1027	КП 242	Хаузак
2022-04-30	2018-04-30	4.1	51	106985	0.102	0.3	1027	КП 242	Хаузак
2022-05-01	2018-05-01	4.1	51	106967	0.102	0.3	1027	КП 242	Хаузак
2022-05-02	2018-05-02	4.1	51	106959	0.105	0.3	1027	КП 242	Хаузак
2022-05-03	2018-05-03	4.1	51	106974	0.105	0.3	1027	КП 242	Хаузак
2022-05-12	2018-05-12	3.3	52	115622	0.1	0.3	1027	КП 242	Хаузак
2022-05-22	2018-05-22	3.3	52	116124	0.1	0.3	1027	КП 242	Хаузак
2022-05-23	2018-05-23	3.3	52	115931	0.1	0.3	1027	КП 242	Хаузак
2022-06-02	2018-06-02	3.3	52	117120	0.1	0.3	1027	КП 242	Хаузак
2022-06-03	2018-06-03	3.3	52	116980	0.1	0.4	1027	КП 242	Хаузак
2022-06-07	2018-06-07	3.8	52	108660	0.1	0.3	1027	КП 242	Хаузак
2022-06-08	2018-06-08	3.6	52	109560	0.1	0.3	1027	КП 242	Хаузак
2022-06-09	2018-06-09	3.5	52	110304	0.1	0.3	1027	КП 242	Хаузак
2022-06-10	2018-06-10	3.4	52	110712	0.1	0.3	1027	КП 242	Хаузак
2022-06-11	2018-06-11	3.2	52	111144	0.1	0.3	1027	КП 242	Хаузак
2022-06-12	2018-06-12	2.8	52	116160	0.1	0.3	1027	КП 242	Хаузак
2022-06-13	2018-06-13	2.8	52	116232	0.1	0.3	1027	КП 242	Хаузак
2022-06-23	2018-06-23	3.2	54	117540	0.1	0.4	1027	КП 242	Хаузак
2022-06-24	2018-06-24	3.2	54	117374	0.1	0.4	1027	КП 242	Хаузак
2022-07-03	2018-07-03	3.3	54	116912	0.1	0.4	1027	КП 242	Хаузак
2022-07-04	2018-07-04	3.2	54	117112	0.1	0.4	1027	КП 242	Хаузак
2022-07-05	2018-07-05	3.1	54	117446	0.1	0.3	1027	КП 242	Хаузак
2022-07-14	2018-07-14	3.3	53	117924	0.1	0.3	1027	КП 242	Хаузак
2022-07-29	2018-07-29	3.9	48	108370	0.158	0.249	1027	КП 242	Хаузак
2022-07-30	2018-07-30	3.9	49	108080	0.114	0.242	1027	КП 242	Хаузак
2022-07-31	2018-07-31	4	49	107540	0.11	0.235	1027	КП 242	Хаузак
2022-08-01	2018-08-01	3.6	49	112180	0.1	0.288	1027	КП 242	Хаузак
2022-08-02	2018-08-02	3.2	50	110400	0.15	0.238	1027	КП 242	Хаузак
2022-08-03	2018-08-03	3.4	50	109940	0.1	0.242	1027	КП 242	Хаузак
2022-08-04	2018-08-04	3.7	50	109000	0.082	0.24	1027	КП 242	Хаузак
2022-08-14	2018-08-14	3.9	51	110900	0.069	0.242	1027	КП 242	Хаузак
2022-08-15	2018-08-15	3.9	51	110642	0.078	0.24	1027	КП 242	Хаузак
2022-08-16	2018-08-16	3.5	51	106644	0.1	0.277	1027	КП 242	Хаузак
2022-08-22	2018-08-22	3.3	52	114826	0.1	0.297	1027	КП 242	Хаузак
2022-08-23	2018-08-23	3.2	52	114468	0.1	0.303	1027	КП 242	Хаузак
2022-08-24	2018-08-24	3.1	52	114673	0.1	0.303	1027	КП 242	Хаузак
2022-08-25	2018-08-25	3.1	52	114699	0.1	0.301	1027	КП 242	Хаузак
2022-08-26	2018-08-26	3.1	52	114241	0.002	0.349	1027	КП 242	Хаузак
2022-09-10	2018-09-10	3.1	50	109404	0.1	0.248	1027	КП 242	Хаузак
2022-09-11	2018-09-11	3.1	50	114758	0.1	0.255	1027	КП 242	Хаузак
2022-09-12	2018-09-12	3.1	50	114712	0.1	0.258	1027	КП 242	Хаузак
2022-09-13	2018-09-13	3.2	50	113624	0.1	0.244	1027	КП 242	Хаузак
2022-09-14	2018-09-14	3.1	50	115836	0.1	0.283	1027	КП 242	Хаузак
2022-09-15	2018-09-15	3.1	50	115920	0.1	0.274	1027	КП 242	Хаузак
2022-09-22	2018-09-22	3.1	52	113880	0.1	0.262	1027	КП 242	Хаузак
2022-09-23	2018-09-23	3.1	52	113660	0.002	0.258	1027	КП 242	Хаузак
2022-10-02	2018-10-02	3.1	52	114200	0.1	0.258	1027	КП 242	Хаузак
2022-10-03	2018-10-03	3.1	52	114000	0.1	0.256	1027	КП 242	Хаузак
2022-10-04	2018-10-04	3.1	52	114000	0.1	0.256	1027	КП 242	Хаузак
2022-10-12	2018-10-12	3	51	114700	0.1	0.258	1027	КП 242	Хаузак
2022-10-13	2018-10-13	3	51	114689	0.1	0.252	1027	КП 242	Хаузак
2022-10-23	2018-10-23	3.1	51	114089	0.102	0.217	1027	КП 242	Хаузак
2022-10-24	2018-10-24	3.1	52	114133	0.116	0.247	1027	КП 242	Хаузак
2022-11-01	2018-11-01	3.6	52	107414	0.119	0.189	1027	КП 242	Хаузак
2022-11-02	2018-11-02	3.7	52	107448	0.093	0.197	1027	КП 242	Хаузак
2022-11-11	2018-11-11	3	54	109870	0.102	0.324	1027	КП 242	Хаузак
2022-11-12	2018-11-12	3	54	109730	0.102	0.32	1027	КП 242	Хаузак
2022-11-21	2018-11-21	3.1	54	109780	0.133	0.327	1027	КП 242	Хаузак
2022-12-01	2018-12-01	3	51	111600	0.132	0.317	1027	КП 242	Хаузак
2022-12-02	2018-12-02	3	51	111600	0.15	0.315	1027	КП 242	Хаузак
2022-12-11	2018-12-11	2.9	51	112831	0.102	0.323	1027	КП 242	Хаузак
2022-12-12	2018-12-12	2.9	51	112791	0.102	0.322	1027	КП 242	Хаузак
2022-12-13	2018-12-13	2.8	53	112724	0.102	0.323	1027	КП 242	Хаузак
2022-12-14	2018-12-14	2.8	53	112781	0.102	0.323	1027	КП 242	Хаузак
2022-12-15	2018-12-15	2.8	53	107528	0.002	0.315	1027	КП 242	Хаузак
2022-12-17	2018-12-17	2.8	53	106859	0.1	0.321	1027	КП 242	Хаузак
2022-12-18	2018-12-18	2.8	53	106802	0.102	0.321	1027	КП 242	Хаузак
2022-12-19	2018-12-19	2.8	53	106777	0.102	0.322	1027	КП 242	Хаузак
2022-12-20	2018-12-20	2.8	53	106803	0.105	0.322	1027	КП 242	Хаузак
2022-12-21	2018-12-21	2.8	52	106805	0.104	0.323	1027	КП 242	Хаузак
2023-01-01	2019-01-01	3	52	106800	0.1	0.823	1027	КП 242	Хаузак
2023-01-02	2019-01-02	3	52	106810	0.102	0.322	1027	КП 242	Хаузак
2023-01-11	2019-01-11	3	52	107830	0.102	0.34	1027	КП 242	Хаузак
2023-01-18	2019-01-18	2.8	53	107700	0.102	0.34	1027	КП 242	Хаузак
2023-01-19	2019-01-19	2.8	53	106951	0.1	0.345	1027	КП 242	Хаузак
2023-01-20	2019-01-20	2.8	53	106700	0.1	0.312	1027	КП 242	Хаузак
2023-01-21	2019-01-21	2.8	53	108700	0.1	0.325	1027	КП 242	Хаузак
2023-01-22	2019-01-22	2.8	53	111400	0.1	0.333	1027	КП 242	Хаузак
2023-01-23	2019-01-23	2.8	53	111800	0.1	0.333	1027	КП 242	Хаузак
2023-01-27	2019-01-27	3	52	112100	0.1	0.331	1027	КП 242	Хаузак
2023-01-28	2019-01-28	3	52	113300	0.1	0.329	1027	КП 242	Хаузак
2023-01-29	2019-01-29	3	52	113500	0.2	0.329	1027	КП 242	Хаузак
2023-02-02	2019-02-02	2.8	52	104249	0.1	0.417	1027	КП 242	Хаузак
2023-02-03	2019-02-03	2.7	52	105750	0.1	0.28	1027	КП 242	Хаузак
2023-02-09	2019-02-09	3	53	103851	0.1	0.315	1027	КП 242	Хаузак
2023-02-10	2019-02-10	2.7	53	103998	0.102	0.317	1027	КП 242	Хаузак
2023-02-16	2019-02-16	2.7	52	104500	0.1	0.32	1027	КП 242	Хаузак
2023-02-17	2019-02-17	2.7	52	104243	0.1	0.319	1027	КП 242	Хаузак
2023-02-18	2019-02-18	NULL	NULL	101834	0.1	0.331	1027	КП 242	Хаузак
2023-02-19	2019-02-19	2.7	50	101464	0.1	0.333	1027	КП 242	Хаузак
2023-02-20	2019-02-20	2.7	50	100569	0.1	0.327	1027	КП 242	Хаузак
2023-02-21	2019-02-21	2.8	50	99581	0.1	0.324	1027	КП 242	Хаузак
2023-02-24	2019-02-24	3	50	103200	0.1	0.305	1027	КП 242	Хаузак
2023-02-25	2019-02-25	3	53	98164	0.1	0.31	1027	КП 242	Хаузак
2023-03-04	2019-03-04	3	53	101770	0.102	0.334	1027	КП 242	Хаузак
2023-03-05	2019-03-05	3	53	101660	0.1	0.336	1027	КП 242	Хаузак
2023-03-06	2019-03-06	3	53	101630	0.1	0.335	1027	КП 242	Хаузак
2023-03-07	2019-03-07	3	53	101660	0.1	0.339	1027	КП 242	Хаузак
2023-03-16	2019-03-16	3	53	102600	0.1	0.323	1027	КП 242	Хаузак
2023-03-17	2019-03-17	3	53	102300	0.1	0.325	1027	КП 242	Хаузак
2023-03-18	2019-03-18	3	53	102200	0.1	0.327	1027	КП 242	Хаузак
2023-03-23	2019-03-23	3	53	103200	0.1	0.331	1027	КП 242	Хаузак
2023-03-24	2019-03-24	3	53	102700	0.1	0.331	1027	КП 242	Хаузак
2023-03-25	2019-03-25	3	53	102700	0.108	0.329	1027	КП 242	Хаузак
2023-03-26	2019-03-26	3	53	102700	0.106	0.329	1027	КП 242	Хаузак
2023-03-27	2019-03-27	3	53	102708	0.105	0.329	1027	КП 242	Хаузак
2023-03-28	2019-03-28	3	53	102676	0.105	0.33	1027	КП 242	Хаузак
2023-03-29	2019-03-29	3	53	102467	0.102	0.327	1027	КП 242	Хаузак
2023-03-30	2019-03-30	3	53	102421	0.102	0.327	1027	КП 242	Хаузак
2023-03-31	2019-03-31	3	53	102470	0.107	0.33	1027	КП 242	Хаузак
2023-04-03	2019-04-03	3	53	102581	0.102	0.339	1027	КП 242	Хаузак
2023-04-04	2019-04-04	3	53	102905	0.102	0.336	1027	КП 242	Хаузак
2023-04-10	2019-04-10	3	53	102375	0.11	0.327	1027	КП 242	Хаузак
2023-04-11	2019-04-11	2.9	53	102912	0.11	0.367	1027	КП 242	Хаузак
